"","name","value","time"
"1","guardian","On the Ukraine frontline as tensions rise",2021-12-11 04:01:51
"2","times","Matthew Parris",2021-12-11 04:01:51
"3","dailymail","Saturday, Dec 11th 2021",2021-12-11 04:01:51
"4","independent","Westminster whispers suggest the PM is on probation",2021-12-11 04:01:51
"5","mirror","UK Covid cases highest since January as Omicron variant surges - see your region",2021-12-11 04:01:51
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-11 04:01:51
"7","nytimes","Analysis: As Biden Talks of a Boom, Inflation and the Virus Weigh on Americans",2021-12-11 04:01:51
"8","wsj","Abortion Clinics Can Challenge Texas Law, High Court Rules",2021-12-11 04:01:51
"9","usatoday","Surfside rescuers heard her but couldn't save her. Officials buried her story",2021-12-11 04:01:51
"10","washingtonpost","Putin keeps U.S. and European allies guessing about Ukraine",2021-12-11 04:01:51
"11","latimes","Column One: One woman helped move the needle on Black vaccination in South L.A. She<U+2019>s <U+2018>Mama Tsega<U+2019>",2021-12-11 04:01:51
"12","tampabay","Florida adds 13,530 COVID cases, 325  deaths in past week",2021-12-11 04:01:51
"13","heraldsun","Nominate for Vic<U+2019>s best Christmas lights",2021-12-11 04:01:51
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-11 04:01:51
"15","financialreview","Fortescue<U+2019>s green push ramps up as Gaines steps down as CEO",2021-12-11 04:01:51
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-11 04:01:51
"17","westaustralian","Man <U+2018>feared for life<U+2019> during hour of abalone fishing chaos",2021-12-11 04:01:51
"18","advertiser","No more coal power by 2043",2021-12-11 04:01:51
"19","globeandmail"," As Omicron reveals itself, Canada<U+2019>s scientists scramble to predict its impact on at-risk populations ",2021-12-11 04:01:51
"20","thestar","Omicron threat grows as COVID-19 surges in Ontario and Quebec",2021-12-11 04:01:51
"21","nationalpost","Deleted police video robs Saskatoon man of fair trial in daughter's death: Supreme Court",2021-12-11 04:01:51
"22","torontosun","Toronto Public Health advises 19,800 Raptors fans to self-monitor for COVID symptoms",2021-12-11 04:01:51
"23","vancouversun","Vaughn Palmer: It will cost B.C. billions and billions to rebuild key highways for climate change",2021-12-11 04:01:51
"24","montrealgazette","COVID updates, Dec. 10: 'Not a good idea' to have holiday gatherings of 20 people, Njoo says",2021-12-11 04:01:51
"25","nzherald","11-year-old driver gives cop the fingers before crashing car with kids inside",2021-12-11 04:01:51
"26","waikato","
    
        Obituary: Stephen Paul Stratford, 1953-2021
    
",2021-12-11 04:01:51
"27","businessreview","
    
      Covid spin, new National, fair pay politics and tobacco up in smoke
    
  ",2021-12-11 04:01:51
"28","gisborneherald","Skate Park development on track",2021-12-11 04:01:51
"29","dominionpost","
    
        Don't count on politics returning to normal in 2022
    
",2021-12-11 04:01:51
