"","name","value","time"
"1","guardian","Coronavirus: Omicron poses real threat, says Moderna chief; Pfizer says Covid pill near 90% effective",2021-12-14 16:02:10
"2","times","Esther Rantzen",2021-12-14 16:02:10
"3","dailymail","Tuesday, Dec 14th 2021",2021-12-14 16:02:10
"4","independent","The Tory leadership race is on, but I wouldn<U+2019>t write off the PM",2021-12-14 16:02:10
"5","mirror","Family of tragic 16-month-old Star Hobson warned social services she could become 'another Baby P' - before she was then tortured and murdered by her mum's 'psycho' lover",2021-12-14 16:02:10
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-14 16:02:10
"7","nytimes","Pfizer Pill Protects Against Severe Disease, Including From Omicron, Study Says",2021-12-14 16:02:10
"8","wsj","Pfizer Says Its Pill Likely Works Against Omicron",2021-12-14 16:02:10
"9","usatoday","4 clues the Supreme Court is heading toward a major shift on Roe v. Wade",2021-12-14 16:02:10
"10","washingtonpost","7 things to know today: Tornado outbreak<U+2019>s toll grows; new omicron findings; Jan. 6 texts; disappointing discounts; and more",2021-12-14 16:02:10
"11","latimes","<U+2018>My friends are being burned<U+2019>: Atrocities mount under Myanmar<U+2019>s junta",2021-12-14 16:02:10
"12","tampabay","Tampa Bay Chamber leaders talk Rays<U+2019> Ybor stadium: <U+2018>Pretty good chances<U+2019>",2021-12-14 16:02:10
"13","heraldsun","Great $50k ticket giveaway",2021-12-14 16:02:10
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-14 16:02:10
"15","financialreview","Project Pepper<U+2019>s huge capital raise",2021-12-14 16:02:10
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-14 16:02:10
"17","westaustralian","Perth Modern appoints new principal after controversy",2021-12-14 16:02:10
"18","advertiser","Watch live: State Futsal Champs",2021-12-14 16:02:10
"19","globeandmail"," Several Canadian universities cancelling in-person final exams amid rise in COVID-19 cases ",2021-12-14 16:02:10
"20","thestar","Heather Scoffield: Feds to spend more than $1.5B on COVID-19 rapid tests, the Star has learned",2021-12-14 16:02:10
"21","nationalpost","Rex Murphy: Jussie Smollett injured an entire nation",2021-12-14 16:02:10
"22","torontosun","LILLEY: Expect a cautious Christmas ahead as Omicron gains steam",2021-12-14 16:02:10
"23","vancouversun","COVID-19: Omicron could spike infections to highest numbers B.C. has seen",2021-12-14 16:02:10
"24","montrealgazette","Hanes: Even kids can see Bill 21 is wrong, why can't our leaders?",2021-12-14 16:02:10
"25","nzherald","'Racial profiling': M<U+0101>ori teen in tears after store employee calls her 'undesirable'",2021-12-14 16:02:10
"26","waikato","
    
        Sixteen new Covid-19 locations of interest in Tauranga
    
",2021-12-14 16:02:10
"27","businessreview","
    
      Two senior Reserve Bank leaders quit
    
  ",2021-12-14 16:02:10
"28","gisborneherald"," KidsCan spreads joy for Riverdale",2021-12-14 16:02:10
"29","dominionpost","
    
        Wellington Phoenix see off 10-man Avondale to reach FFA Cup quarterfinals
    
",2021-12-14 16:02:10
"30","thepress","
    
        Christchurch braces for wild, wet weather and potential flooding
    
",2021-12-14 16:02:10
"31","guardian","Belarus jails opposition leader<U+2019>s husband for 18 years",2021-12-14 16:02:10
"32","times","Antivaxer village",2021-12-14 16:02:10
"33","dailymail","5<U+00B0>C",2021-12-14 16:02:10
"34","independent","Starmer is smart not to call for Boris Johnson<U+2019>s head just yet",2021-12-14 16:02:10
"35","mirror","Covid travel red list ditched with all 11 countries removed as Omicron so high in UK",2021-12-14 16:02:10
"36","telegraph","
LISTEN NOW: BED OF LIES
",2021-12-14 16:02:10
"37","nytimes","Omicron Is a Dress Rehearsal for the Next Pandemic",2021-12-14 16:02:10
"38","wsj","Kroger to End Some Covid-19 Benefits for Unvaccinated Workers",2021-12-14 16:02:10
"39","usatoday","House Jan. 6 panel calls for contempt charges against Mark Meadows",2021-12-14 16:02:10
"40","washingtonpost","Jan. 6 committee votes to hold Mark Meadows in contempt for defying subpoena",2021-12-14 16:02:10
"41","latimes","Inside the hunt for a killer who shadowed a homeless camp",2021-12-14 16:02:10
"42","tampabay","Festivus 2021: Send us your grievances and complaints",2021-12-14 16:02:10
"43","heraldsun","Get puzzling with our BrainGains app",2021-12-14 16:02:10
"44","dailytelegraph","Our say: Time to make a Covid call",2021-12-14 16:02:10
"45","financialreview","CSL puts $16.4b bet on ageing, obesity",2021-12-14 16:02:10
"46","couriermail","Development in cops<U+2019> Covid fight",2021-12-14 16:02:10
"47","westaustralian","Up Late: Probing the bikie connections of Luke Toki",2021-12-14 16:02:10
"48","advertiser","Read the paper on a digital device",2021-12-14 16:02:10
"49","globeandmail"," Rapid antigen tests: How they work and where to find them ",2021-12-14 16:02:10
"50","thestar","Workplace vaccination mandates will likely include a third shot, say labour law experts",2021-12-14 16:02:10
"51","nationalpost","Diane Francis: The shady deal that will cement Trump's power",2021-12-14 16:02:10
"52","torontosun","Cops to update Barry and Honey Sherman murder case",2021-12-14 16:02:10
"53","vancouversun","COVID-19: B.C. woman who says she nearly died from vaccine fights for exemption",2021-12-14 16:02:10
"54","montrealgazette","Legault concerned about Omicron, but no changes to measures for now",2021-12-14 16:02:10
"55","nzherald","Countdown to freedom - police warn of delays, reveal how Northland checkpoints will work",2021-12-14 16:02:10
"56","waikato","
    
        Five injured in Hamilton power pole crash
    
",2021-12-14 16:02:10
"57","businessreview","
          
Geoff Bascand has no regrets over Reserve Bank<U+2019>s Covid response
        ",2021-12-14 16:02:10
"58","gisborneherald","Orange glow for New Year<U+2019>s Eve",2021-12-14 16:02:10
"59","dominionpost","
    
    
        
",2021-12-14 16:02:10
"60","thepress","
    
        Christchurch eyeing up bid for 2027 edition of Prince Harry's Invictus Games
    
",2021-12-14 16:02:10
"61","guardian","Panel recommends Trump's ex-chief of staff Mark Meadows for criminal prosecution",2021-12-14 16:02:10
"62","times","Melanie Phillips",2021-12-14 16:02:10
"63","dailymail","6<U+00B0>C",2021-12-14 16:02:10
"64","independent","Omicron is a wake-up call for a world short on cooperation",2021-12-14 16:02:10
"65","mirror","James Blunt finally admits who You're Beautiful is about - leaving viewers in stitches",2021-12-14 16:02:10
"66","telegraph","
WATCH: TONIGHT'S TV
",2021-12-14 16:02:10
"67","nytimes","Denmark and Norway predicted that waves of the Omicron variant would dominate both countries in a matter of days.",2021-12-14 16:02:10
"68","wsj","U.A.E. Threatens to Pull Out of $23 Billion F-35, Drone Deal With U.S.",2021-12-14 16:02:10
"69","usatoday","Did climate change play a role in the deadly weekend tornadoes?",2021-12-14 16:02:10
"70","washingtonpost","Documents link Huawei to China<U+2019>s surveillance programs",2021-12-14 16:02:10
"71","latimes","How the new Webb telescope could reveal the origins of the universe",2021-12-14 16:02:10
"72","tampabay","Plant High student lived full life before fatal motorcycle crash, mom says",2021-12-14 16:02:10
"73","heraldsun","Victoria<U+2019>s top VCE performers",2021-12-14 16:02:10
"74","dailytelegraph","Get puzzling with our BrainGains app",2021-12-14 16:02:10
"75","financialreview","CSL had eye on Vifor Pharma for a decade",2021-12-14 16:02:10
"76","couriermail","Full details of vaccine mandate",2021-12-14 16:02:10
"77","westaustralian","CBH smashes all-time harvest record with 16.6mt in the bin ",2021-12-14 16:02:10
"78","advertiser","SA hairdresser wins global award",2021-12-14 16:02:10
"79","globeandmail"," Traveller confusion reigns amid shifting advice and variants  Subscriber content  ",2021-12-14 16:02:10
"80","thestar","Kingston<U+2019>s Omicron-fuelled surge leads to strict measures <U+2014> and offers a preview",2021-12-14 16:02:10
"81","nationalpost","Westmount mansion bypasses MLS and sells for record $18.5 million",2021-12-14 16:02:10
"82","torontosun","MANDEL: Belinda Stronach wants psychiatric assessment of brother, niece",2021-12-14 16:02:10
"83","vancouversun","Burnaby co-op board rejects huge rent hikes pitched by union pension plan landlord",2021-12-14 16:02:10
"84","montrealgazette","Juhl: These kids are banding together at Immersion Rock Montreal",2021-12-14 16:02:10
"85","nzherald","Major building product supplier warns of price rises",2021-12-14 16:02:10
"86","waikato","
    
        Strange substance on Coromandel beaches is dead seagrass
    
",2021-12-14 16:02:10
"87","businessreview","
          
MP queries Reserve Bank senior staff turnover
        ",2021-12-14 16:02:10
"88","gisborneherald","A new era beckons: Women<U+2019>s Draft League gets under way tonight",2021-12-14 16:02:10
"89","dominionpost","
    
        Stranded at the airport: 113 flights affected, many planes unable to land
    
",2021-12-14 16:02:10
"90","thepress","
    
        $17m Government-funded temporary village promised for flood-damaged Westport
    
",2021-12-14 16:02:10
"91","guardian","Nobel laureates call for 2% cut to military spending worldwide",2021-12-14 16:02:10
"92","times","Owen Slot",2021-12-14 16:02:10
"93","dailymail","Female bouncer, 28, who beat girlfriend's toddler daughter to death during lockdown is convicted of murder while child's mother is guilty of allowing it: Social services missed FIVE chances to save her in chilling echoes of little Arthur<U+00A0>",2021-12-14 16:02:10
"94","independent","Covid hospitalisations set to increase <U+2018>significantly<U+2019> as PCR tests run out in some areas",2021-12-14 16:02:10
"95","mirror","Mikel Arteta breaks silence after Pierre-Emerick Aubameyang stripped of Arsenal captaincyVIDEO",2021-12-14 16:02:10
"96","telegraph","






Live


Covid chaos
Huge spike in Omicron infections coming, warns Boris Johnson

",2021-12-14 16:02:10
"97","nytimes","Science is unfolding in real time as researchers race to understand Omicron. Here<U+2019>s a guide to those efforts.",2021-12-14 16:02:10
"98","wsj","Fed Set to Address Rising Inflation at Key Policy Meeting",2021-12-14 16:02:10
"99","usatoday","In first, 27 US service members discharged from Air Force<U+00A0>for refusing to get COVID vaccine",2021-12-14 16:02:10
