"","name","value","time"
"1","guardian","Covid: WHO says booster jabs <U+2018>risk exacerbating<U+2019> vaccine inequity; Denmark to close schools, nightclubs",2021-12-09 12:01:27
"2","times","Holbein of crime",2021-12-09 12:01:27
"3","dailymail","Thursday, Dec 9th 2021",2021-12-09 12:01:27
"4","independent","I have no idea why Boris Johnson got involved in politics",2021-12-09 12:01:27
"5","mirror","Grieving families whose loved ones died last Christmas as Number 10 partied have 'deep sense of betrayal' and call for Boris Johnson to resign ",2021-12-09 12:01:27
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-09 12:01:27
"7","nytimes","Coronavirus Cases Are Rising Among Children in South African Hospitals",2021-12-09 12:01:27
"8","wsj","Amazon Fined $1.3 Billion in Italian Antitrust Case",2021-12-09 12:01:27
"9","usatoday","With Roe v. Wade in peril, abortion-rights activists seek male support",2021-12-09 12:01:27
"10","washingtonpost","Heiress who is largest known funder of Jan. 6 rally may face public scrutiny",2021-12-09 12:01:27
"11","latimes","This tiny city wants to become the Amsterdam of the far West <U+2014> and Jay-Z seems to approve",2021-12-09 12:01:27
"12","tampabay","More people are moving to Tampa Bay from South Florida. Why?",2021-12-09 12:01:27
"13","heraldsun","Get our free Ashes newsletter",2021-12-09 12:01:27
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-09 12:01:27
"15","financialreview","Australia<U+2019>s climate wars may be over",2021-12-09 12:01:27
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-09 12:01:27
"17","westaustralian","Margaret River fire still raging and fast moving",2021-12-09 12:01:27
"18","advertiser","AN0M: Who<U+2019>s next on the hit list",2021-12-09 12:01:27
"19","globeandmail"," Canada faces growing global criticism of its African travel bans  ",2021-12-09 12:01:27
"20","thestar","Kickbacks. Unauthorized searches. An arson conspiracy: Police documents detail Toronto cop<U+2019>s alleged role in GTA tow truck corruption",2021-12-09 12:01:27
"21","nationalpost","Woman dead after daring rescue attempt from car spotted floating at edge of Niagara Falls",2021-12-09 12:01:27
"22","torontosun","MANDEL: 'Completely incorrigible' driver back behind bars",2021-12-09 12:01:27
"23","vancouversun","Vaughn Palmer: 'Never-ending' uncertainty replaces premature COVID-19 victory laps in B.C.",2021-12-09 12:01:27
"24","montrealgazette","Legault insists another inquiry into CHSLD tragedy is not necessary",2021-12-09 12:01:27
"25","nzherald","Covid-19: Why do fully vaxxed people show up in daily cases?",2021-12-09 12:01:27
"26","waikato","
    
        Covid-19: Locations of interest <U+2013> Dec 9
    
",2021-12-09 12:01:27
"27","businessreview","
    
      Funder<U+2019>s costs and fees reduce $40m kiwifruit settlement by $15m
    
  ",2021-12-09 12:01:27
"28","gisborneherald","
                        Awapuni mural tells story of mana whenua",2021-12-09 12:01:27
"29","dominionpost","
    
        Smokefree 2025: How will the Government's new plan for a smokefree generation work?
    
",2021-12-09 12:01:27
"30","thepress","
    
        Tonnes of melted material removed from fire-ravaged wastewater plant
    
",2021-12-09 12:01:27
"31","guardian","China says Australia, UK and US will <U+2018>pay price<U+2019> for diplomatic boycotts",2021-12-09 12:01:27
"32","times","Gift guide",2021-12-09 12:01:27
"33","dailymail","0<U+00B0>C",2021-12-09 12:01:27
"34","independent","There is no evidence whatsoever that the PM <U+2018>shares your anger<U+2019>",2021-12-09 12:01:27
"35","mirror","BREAKING: Boris Johnson and wife Carrie announce birth of 'healthy' baby daughter this morning",2021-12-09 12:01:27
"36","telegraph","
Sign up: Culture Headlines Newsletter
",2021-12-09 12:01:27
"37","nytimes","Tens of thousands of U.S. children are coping with the loss of parents or caregivers to Covid. A bipartisan group is urging help.",2021-12-09 12:01:27
"38","wsj","Market Can Weather Evergrande Crisis, China<U+2019>s Central Banker Says",2021-12-09 12:01:27
"39","usatoday","Most Americans opposed to political hostility but think it is here to stay: poll",2021-12-09 12:01:27
