"","name","value","time"
"1","guardian","US passes 800,000 Covid deaths, the highest toll in the world",2021-12-15 04:01:28
"2","times","Clare Balding",2021-12-15 04:01:28
"3","dailymail","Wednesday, Dec 15th 2021",2021-12-15 04:01:28
"4","independent","Why I can<U+2019>t wait to spend Christmas alone this year",2021-12-15 04:01:28
"5","mirror","Extraordinary image shows 'raucous' Christmas party thrown by Tory aides in blatant lockdown breach",2021-12-15 04:01:28
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-15 04:01:28
"7","nytimes","Trump Fraud Inquiry<U+2019>s Focus: Did He Mislead His Own Accountants?",2021-12-15 04:01:28
"8","wsj","Pfizer Says Its Pill Likely Works Against Omicron Infections",2021-12-15 04:01:28
"9","usatoday","4 clues the Supreme Court is heading toward a major shift on Roe v. Wade",2021-12-15 04:01:28
"10","washingtonpost","Text messages to Meadows renew scrutiny of Trump<U+2019>s inaction during Jan. 6 attack on Capitol",2021-12-15 04:01:28
"11","latimes","How the new Webb telescope could reveal the origins of the universe",2021-12-15 04:01:28
"12","tampabay","At emotional Hillsborough schools meeting, calls for investigation into sexual harassment policies",2021-12-15 04:01:28
"13","heraldsun","Great $50k ticket giveaway",2021-12-15 04:01:28
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-15 04:01:28
"15","financialreview","Westpac cops first strike from irate shareholders",2021-12-15 04:01:28
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-15 04:01:28
"17","westaustralian","Surge warning: NSW <U+2018>could see 25,000 cases a day<U+2019>",2021-12-15 04:01:28
"18","advertiser","Listed: Our SACE high-flyers",2021-12-15 04:01:28
"19","globeandmail"," Ottawa planning to revive advice against non-essential international travel, sources say ",2021-12-15 04:01:28
"20","thestar","Canada poised to tighten borders, warn against non-essential travel as COVID cases surge",2021-12-15 04:01:28
"21","nationalpost","Video released of suspect with distinctive gait in Barry and Honey Sherman murders",2021-12-15 04:01:28
"22","torontosun","LILLEY: Trudeau considers quarantine for fully vaxed returning Canadians",2021-12-15 04:01:28
"23","vancouversun","Federal government considering new travel bans to limit spread of Omicron: sources",2021-12-15 04:01:28
"24","montrealgazette","Quebec tweaks health measures as Omicron threatens",2021-12-15 04:01:28
"25","nzherald","Grant Robertson's $6b Christmas present",2021-12-15 04:01:28
"26","waikato","
    
        Aucklanders head for Coromandel beaches, baches
    
",2021-12-15 04:01:28
