"","name","value","time"
"1","guardian","Surge in hospitalisations <U+2018>nailed-on<U+2019>, as UK cases at record high",2021-12-15 20:01:35
"2","times","Clare Balding",2021-12-15 20:01:35
"3","dailymail","Wednesday, Dec 15th 2021",2021-12-15 20:01:35
"4","independent","How Marcus Fysh managed to fillet himself",2021-12-15 20:01:35
"5","mirror","Stark warning to Brits about socialising over Christmas as Omicron rages across country - with rates DOUBLING every TWO DAYS in some areas",2021-12-15 20:01:35
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-15 20:01:35
"7","nytimes","Fed Expected to Cut Economic Support Faster as Inflation Fears Grow",2021-12-15 20:01:35
"8","wsj","Fed Prepares Faster End to Stimulus, Making Earlier Rate Increases Possible",2021-12-15 20:01:35
"9","usatoday","Spreading 'every place at once.' What omicron could mean for holiday plans.",2021-12-15 20:01:35
"10","washingtonpost","In corporate America, a striking race gap",2021-12-15 20:01:35
"11","latimes","These doctors sexually abused patients. The Medical Board gave them their licenses back",2021-12-15 20:01:35
"12","tampabay","5 things to know about Tampa Bay weather this Christmas season",2021-12-15 20:01:35
"13","heraldsun","Great $50k ticket giveaway",2021-12-15 20:01:35
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-15 20:01:35
"15","financialreview","States shrug off surge in virus cases",2021-12-15 20:01:35
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-15 20:01:35
"17","westaustralian","The West Australianexclusive$80m set aside for COVID test isolation payment",2021-12-15 20:01:35
"18","advertiser","Ali<U+2019>s win leaves ABC a big problem",2021-12-15 20:01:35
"19","globeandmail"," COVID-19 live updates: Alberta to loosen indoor gathering limits, distribute rapid tests at government sites and pharmacies, says Kenney ",2021-12-15 20:01:35
"20","thestar","Ontario universities moving classes online in January amid surging COVID cases",2021-12-15 20:01:35
"21","nationalpost","Colby Cosh: The mystery behind Trudeau's two climate change committees",2021-12-15 20:01:35
"22","torontosun","Toronto extends mandatory mask, other COVID bylaws until April",2021-12-15 20:01:35
"23","vancouversun","COVID-19: B.C. eyes further restrictions as Omicron cases soar",2021-12-15 20:01:35
"24","montrealgazette","COVID live updates: Avoid all unnecessary international travel, feds tell Canadians",2021-12-15 20:01:35
"25","nzherald","'Appalling, confusing': Covid patient gets apology after home-isolation saga",2021-12-15 20:01:35
"26","waikato","
    
        Two cases of Covid-19 at Hamilton school
    
",2021-12-15 20:01:35
"27","businessreview","
    
      Does government spending make a difference to people<U+2019>s lives?
    
  ",2021-12-15 20:01:35
"28","gisborneherald","Salvation Army ready to deliver Christmas hampers in Gisborne District",2021-12-15 20:01:35
"29","dominionpost","
    
        $4m in hospital upgrades for Wellington
    
",2021-12-15 20:01:35
"30","thepress","
    
        Evacuations, slips and surface flooding
    
",2021-12-15 20:01:35
"31","guardian","EU to warn Vladimir Putin of <U+2018>massive consequences<U+2019> of invading",2021-12-15 20:01:35
"32","times","White-on-white",2021-12-15 20:01:35
"33","dailymail","7<U+00B0>C",2021-12-15 20:01:35
"34","independent","Starmer says PM has lost moral authority <U+2013> as if he ever had it",2021-12-15 20:01:35
"35","mirror","Boris Johnson says 12-15 year olds can book their second jabs from next week",2021-12-15 20:01:35
"36","telegraph","
SIGN UP: STELLA DAILY NEWSLETTER
",2021-12-15 20:01:35
