"","name","value","time"
"1","guardian","Covid: China reports first Omicron cases; Norway to tighten restrictions",2021-12-13 20:01:28
"2","times","William Hague",2021-12-13 20:01:28
"3","dailymail","Monday, Dec 13th 2021",2021-12-13 20:01:28
"4","independent","Police bill is an unprecedented assault <U+2013> Priti Patel must be stopped",2021-12-13 20:01:28
"5","mirror","Sajid Javid says Covid vaccine pass will soon need THREE doses to be valid - as NHS moves to highest level of emergency over Omicron with first death confirmed",2021-12-13 20:01:28
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-13 20:01:28
"7","nytimes","1 Out of Every 100 Older Americans Has Died of Covid",2021-12-13 20:01:28
"8","wsj","Stocks Fall Ahead of This Week<U+2019>s Fed Policy Decision",2021-12-13 20:01:28
"9","usatoday","Path of deadly 5-state tornado may go down as longest ever in US",2021-12-13 20:01:28
"10","washingtonpost","Governor confirms 64 dead in Kentucky",2021-12-13 20:01:28
"11","latimes","Yes, the Golden Globe nominations happened today. But who is paying attention?",2021-12-13 20:01:28
"12","tampabay","Plant High student lived full life before fatal motorcycle crash, mom says",2021-12-13 20:01:28
"13","heraldsun","Daily crossword puzzle",2021-12-13 20:01:28
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-13 20:01:28
"15","financialreview","<U+2018>It<U+2019>s manageable<U+2019>: Morrison stares down omicron",2021-12-13 20:01:28
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-13 20:01:28
"17","westaustralian","The West AustralianexclusivePolice raid Big Brother winner with bikie kingpin links",2021-12-13 20:01:28
"18","advertiser","Power Pets calendar: Last chance to bid",2021-12-13 20:01:28
"19","globeandmail"," Ottawa to announce $40-billion for Indigenous child welfare compensation, reform in fall economic statement  ",2021-12-13 20:01:28
"20","thestar","Apology to military sexual misconduct survivors will hopefully <U+2018>bring a sense of some closure,<U+2019> advocacy group says",2021-12-13 20:01:28
"21","nationalpost","Kelly McParland: My year of not buying things from China",2021-12-13 20:01:28
"22","torontosun","Cops charge Marineland for using dolphins, whales in shows",2021-12-13 20:01:28
"23","vancouversun","Small business owners in B.C. balk at unexpected property tax change",2021-12-13 20:01:28
"24","montrealgazette","COVID-19 live updates: Quebec reports 1,628 new cases, 3 deaths",2021-12-13 20:01:28
"25","nzherald","Live: Business leaders seeing red at orange switch delay",2021-12-13 20:01:28
"26","waikato","
    
        TAB in M<U+0101>ngere, lunch bar in Hamilton among new locations of interest
    
",2021-12-13 20:01:28
"27","businessreview","
    
      Electric vehicles and the perils of too much investment
    
  ",2021-12-13 20:01:28
"28","gisborneherald"," Spinal surgery following crash at speedway",2021-12-13 20:01:28
"29","dominionpost","
    
        Blame game over Transmission Gully delay
    
",2021-12-13 20:01:28
"30","thepress","
    
        Parents barred from school Christmas concert over fears of vaccine legal stoush
    
",2021-12-13 20:01:28
"31","guardian","Health system <U+2018>close to collapse due to sanctions on Taliban<U+2019>",2021-12-13 20:01:28
"32","times","David Baddiel",2021-12-13 20:01:28
"33","dailymail","6<U+00B0>C",2021-12-13 20:01:28
"34","independent","Get real, stop being selfish and get the booster <U+2013> now ",2021-12-13 20:01:28
"35","mirror","Queen's unusual Christmas present to Archie baffles fans - but Meghan requested it",2021-12-13 20:01:28
"36","telegraph","
SIGN UP: COOKBOOK NEWSLETTER
",2021-12-13 20:01:28
"37","nytimes","Covid depression is rising worldwide, along with renewed restrictions for Omicron.",2021-12-13 20:01:28
"38","wsj","Hospitals Drop Staff Vaccine Mandates Amid Labor Crunch",2021-12-13 20:01:28
"39","usatoday","Mark Meadows' lawyer urges House panel against contempt, charges",2021-12-13 20:01:28
"40","washingtonpost","<U+2018>Let<U+2019>s go<U+2019>: Two friends raced to a flattened factory. They helped dig out about a dozen people.",2021-12-13 20:01:28
"41","latimes","Arellano: Vicente Fern<U+00E1>ndez<U+2019>s journey was our parents<U+2019> journey. Long may they live",2021-12-13 20:01:28
"42","tampabay","Tampa Bay Times wins Emmy award for <U+2018>Hidden Histories<U+2019> video series",2021-12-13 20:01:28
"43","heraldsun","Take The Shark<U+2019>s quiz",2021-12-13 20:01:28
"44","dailytelegraph","Our say: Time to make a Covid call",2021-12-13 20:01:28
"45","financialreview","<U+2018>I don<U+2019>t pretend we got everything right<U+2019>: PM",2021-12-13 20:01:28
"46","couriermail","$59 flights as Qld border reopens",2021-12-13 20:01:28
"47","westaustralian","The West AustralianexclusiveWhy Omicron has made AZ booster even more crucial",2021-12-13 20:01:28
"48","advertiser","Watch live: State Futsal Champs",2021-12-13 20:01:28
"49","globeandmail"," Bank of Canada renews 2-per-cent inflation target, emphasizes maximum employment   Subscriber content  ",2021-12-13 20:01:28
"50","thestar","Marineland facing criminal charge over dolphin performances",2021-12-13 20:01:28
"51","nationalpost","Jordan Peterson returns to Cambridge where he was a victim of cancel culture in 2019",2021-12-13 20:01:28
"52","torontosun","EX-NFL player eyed in missing girlfriend's 'suspicious' disappearance",2021-12-13 20:01:28
"53","vancouversun","'Kind, gentle' Vancouver park caretaker slain in Kitsilano residence",2021-12-13 20:01:28
"54","montrealgazette","Bill 21: Trudeau says he won't give Legault an excuse to clash with Ottawa",2021-12-13 20:01:28
"55","nzherald","UK records first Omicron death, Britons rush for boosters",2021-12-13 20:01:28
"56","waikato","
    
        Bay of Plenty hot spots welcome orange traffic light
    
",2021-12-13 20:01:28
"57","businessreview","
          
Stock-based compensation and mismeasurement of earnings
        ",2021-12-13 20:01:28
"58","gisborneherald","Rua Bioscience awards scholarships",2021-12-13 20:01:28
"59","dominionpost","
    
    
        
",2021-12-13 20:01:28
"60","thepress","
    
        Pause on three waters reform suggests Govt may be spooked by public backlash
    
",2021-12-13 20:01:28
"61","guardian","Governor confirms at least 64 deaths as toll expected to rise",2021-12-13 20:01:28
"62","times","Bill Bailey",2021-12-13 20:01:28
"63","dailymail","NHS raises alert to HIGHEST level as UK Omicron cases jump 50% in 24 hours to almost 5,000 and Boris confirms first death with mutant strain - but overall daily Covid infections rise just 6% to 54,661 as booster drive descends into chaos on first day",2021-12-13 20:01:28
"64","independent","We must begin to imagine a monarchy without the Queen",2021-12-13 20:01:28
"65","mirror","Craig Charles shares that his son Jack is in hospital on oxygen amid Covid battle",2021-12-13 20:01:28
"66","telegraph","
WATCH: TONIGHT'S TV
",2021-12-13 20:01:28
"67","nytimes","Scientists say Merck<U+2019>s new Covid pill might pose risks for pregnant women.",2021-12-13 20:01:28
"68","wsj","Vox Media, Group Nine Media in Advanced Talks to Merge",2021-12-13 20:01:28
"69","usatoday","What the Fed might do to tackle inflation <U+2013> and why you should care",2021-12-13 20:01:28
"70","washingtonpost","Pentagon won<U+2019>t punish any troops over errant drone strike in Kabul that killed 10 civilians",2021-12-13 20:01:28
"71","latimes","With 2022 campaign on the horizon, Gov. Gavin Newsom has the public stage to himself",2021-12-13 20:01:28
"72","tampabay","Thousands without heat, water after tornadoes kill dozens",2021-12-13 20:01:28
"73","heraldsun","Nominate for Vic<U+2019>s best Christmas lights",2021-12-13 20:01:28
"74","dailytelegraph","Super Sydney weekend giveaway",2021-12-13 20:01:28
"75","financialreview","Morrison<U+2019>s new age of stagnation",2021-12-13 20:01:28
"76","couriermail","New solar installations face roadblock",2021-12-13 20:01:28
"77","westaustralian","Work needed to stop Aussie girls dropping out of sport",2021-12-13 20:01:28
"78","advertiser","Let<U+2019>s party! SA<U+2019>s best event planners",2021-12-13 20:01:28
"79","globeandmail"," Michael Sabia was greeted as a game changer as Canada<U+2019>s deputy finance minister. A year later, he has made little headway ",2021-12-13 20:01:28
"80","thestar","In Barry and Honey Sherman<U+2019>s murder case, police fumbled while clock ticked",2021-12-13 20:01:28
"81","nationalpost","Cruise ship passenger lost after falling overboard from fifth-floor balcony",2021-12-13 20:01:28
"82","torontosun","HUNTER: Legal eagle says Ghislaine Maxwell's defence in big trouble",2021-12-13 20:01:28
"83","vancouversun","Original Leslie House restored as heritage jewel of modern downtown Vancouver",2021-12-13 20:01:28
"84","montrealgazette","Hanes: After years of political appointments, STM looking to the public to fill two board seats",2021-12-13 20:01:28
"85","nzherald","Derek Cheng: Ardern's New Year's present not without health and political risk",2021-12-13 20:01:28
"86","waikato","
    
        Christmas bonus, living wage for Waikato bus drivers
    
",2021-12-13 20:01:28
"87","businessreview","
          
If the market falls, what will fall hardest?
        ",2021-12-13 20:01:28
"88","gisborneherald"," Forestry  tragedy findings",2021-12-13 20:01:28
"89","dominionpost","
    
        Exhibitions bring two female artists to the fore
    
",2021-12-13 20:01:28
"90","thepress","
    
        How to have Christmas with everyone safely
    
",2021-12-13 20:01:28
"91","guardian","Maps of Renaissance Tuscany on show for first time in 20 years",2021-12-13 20:01:28
"92","times","F1 fallout",2021-12-13 20:01:28
"93","dailymail","Two Covid jabs should still slash risk of dying from Omicron or being hospitalised by 84% even if they offer virtually zero protection against symptoms, SAGE estimates",2021-12-13 20:01:28
"94","independent","Daily omicron infections in UK estimated at 200,000 as NHS moved to highest emergency level",2021-12-13 20:01:28
"95","mirror","BREAKING: Premier League revert to emergency measures after record number of Covid casesVIDEO",2021-12-13 20:01:28
"96","telegraph","

Booster chaos
Try again tomorrow, NHS tells people trying to book as website is overwhelmed

",2021-12-13 20:01:28
