"","name","value","time"
"1","guardian","Denmark and Norway rush in stricter measures as cases soar",2021-12-15 00:01:35
"2","times","Daniel Finkelstein",2021-12-15 00:01:35
"3","dailymail","Wednesday, Dec 15th 2021",2021-12-15 00:01:35
"4","independent","Why I can<U+2019>t wait to spend Christmas alone this year",2021-12-15 00:01:35
"5","mirror","Extraordinary image shows 'raucous' and packed Christmas party thrown by Tory aides in blatant lockdown breach",2021-12-15 00:01:35
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-15 00:01:35
"7","nytimes","Trump Fraud Inquiry<U+2019>s Focus: Did He Mislead His Own Accountants?",2021-12-15 00:01:35
"8","wsj","Pfizer Says Its Pill Likely Works Against Omicron Infections",2021-12-15 00:01:35
"9","usatoday","4 clues the Supreme Court is heading toward a major shift on Roe v. Wade",2021-12-15 00:01:35
"10","washingtonpost","Snyder worked to disrupt NFL investigation, records and interviews show",2021-12-15 00:01:35
"11","latimes","After homeless killings, a confession leaves detectives with more questions",2021-12-15 00:01:35
"12","tampabay","GOP billboard blasts Kathy Castor as a communist",2021-12-15 00:01:35
"13","heraldsun","Great $50k ticket giveaway",2021-12-15 00:01:35
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-15 00:01:35
"15","financialreview","Crestone snapped up in $475m deal",2021-12-15 00:01:35
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-15 00:01:35
"17","westaustralian","The West AustralianexclusiveCONFIRMED: Perth secures direct flights to Rome",2021-12-15 00:01:35
"18","advertiser","Watch live: State Futsal Champs",2021-12-15 00:01:35
"19","globeandmail"," Chrystia Freeland<U+2019>s fall fiscal update pledges nearly $30-billion in new COVID-19 spending over six years ",2021-12-15 00:01:35
"20","thestar","The inside story of how Toronto police zeroed in the Sherman murder <U+2018>suspect<U+2019> with the odd gait",2021-12-15 00:01:35
"21","nationalpost","Video released of suspect with distinctive gait in Barry and Honey Sherman murders",2021-12-15 00:01:35
"22","torontosun","LILLEY: Ford government gets strict at nursing homes to keep COVID out",2021-12-15 00:01:35
"23","vancouversun","COVID-19: B.C. reports 44 cases of Omicron variant, with projections of rapid rise",2021-12-15 00:01:35
"24","montrealgazette","COVID updates, Dec. 14: Work from home, Quebec says as it scrambles to distribute rapid tests to all",2021-12-15 00:01:35
"25","nzherald","Live: Covid cluster - 11 cases in one Taranaki school class",2021-12-15 00:01:35
"26","waikato","
    
        Police investigating death at Te Awamutu home
    
",2021-12-15 00:01:35
"27","businessreview","
    
      Startup aims to vanquish late payment scourge
    
  ",2021-12-15 00:01:35
"28","gisborneherald"," KidsCan spreads joy for Riverdale",2021-12-15 00:01:35
"29","dominionpost","
    
        Grieving daughter can visit dad's grave for first time
    
",2021-12-15 00:01:35
"30","thepress","
    
        Men deny damaging historic West Coast mine with explosive
    
",2021-12-15 00:01:35
"31","guardian","Capitol attack a <U+2018>coordinated act of terrorism<U+2019>, says DC lawsuit against far-right groups ",2021-12-15 00:01:35
"32","times","Films of 2021",2021-12-15 00:01:35
"33","dailymail","5<U+00B0>C",2021-12-15 00:01:35
"34","independent","The Tory leadership race is on, but I wouldn<U+2019>t write off the PM",2021-12-15 00:01:35
"35","mirror","Bombshell message shows No10 staff were told to leave Xmas quiz <U+2018>by back door<U+2019>",2021-12-15 00:01:35
"36","telegraph","
LISTEN NOW: BED OF LIES
",2021-12-15 00:01:35
"37","nytimes","Pfizer Treatment Protects Against Severe Disease, Study Says",2021-12-15 00:01:35
"38","wsj","Kroger to End Some Covid-19 Benefits for Unvaccinated Workers",2021-12-15 00:01:35
"39","usatoday","Senate passes legislation to raise debt ceiling by $2.5T",2021-12-15 00:01:35
"40","washingtonpost","Six Tesla workers file additional lawsuits alleging sexual harassment",2021-12-15 00:01:35
"41","latimes","Judge upholds assault charges against Tory Lanez in shooting of Megan Thee Stallion",2021-12-15 00:01:35
"42","tampabay","Clearwater Marine Aquarium welcomes new dolphin",2021-12-15 00:01:35
"43","heraldsun","Get puzzling with our BrainGains app",2021-12-15 00:01:35
"44","dailytelegraph","Our say: Learning gap widens for boys",2021-12-15 00:01:35
"45","financialreview","How the rich are investing post-pandemic",2021-12-15 00:01:35
"46","couriermail","Development in cops<U+2019> Covid fight",2021-12-15 00:01:35
"47","westaustralian","The West AustralianexclusiveFormer WAFL coach, teacher hit with more child sex charges",2021-12-15 00:01:35
"48","advertiser","Daily quiz: Can you outwit The Shark?",2021-12-15 00:01:35
"49","globeandmail"," Ottawa earmarks $40-billion for First Nations child welfare, long-term reform in fall economic statement ",2021-12-15 00:01:35
"50","thestar","Ontario looking at province-wide measures to stop Omicron",2021-12-15 00:01:35
"51","nationalpost","B.C. man selling a TimBiebs crumb for $100,000. And that<U+2019>s just the start of it",2021-12-15 00:01:35
"52","torontosun","'HIGHLY SUSPICIOUS': Video released of suspect in Barry and Honey Sherman murder",2021-12-15 00:01:35
"53","vancouversun","COVID-19 update for Dec. 14: Health officials confirm 44 cases of Omicron in B.C. | Two Canucks players test positive | B.C. marks one year of coronavirus vaccines",2021-12-15 00:01:35
"54","montrealgazette","Ottawa's fiscal update has deficit lower than expected, but COVID-19 spending still dominates",2021-12-15 00:01:35
"55","nzherald","Live: Auckland's great escape; police turn away unvetted iwi checkpoint volunteers",2021-12-15 00:01:35
"56","waikato","
    
        Global crime sting: Entertainer, Navy officer to face High Court trial
    
",2021-12-15 00:01:35
"57","businessreview","
          
Improved payment times hint at potential economic recovery, says illion
        ",2021-12-15 00:01:35
"58","gisborneherald","A special Christmas adventure",2021-12-15 00:01:35
"59","dominionpost","
    
    
        
",2021-12-15 00:01:35
"60","thepress","
    
        'Doom and gloom:' Rain to fall in Canterbury for at least four more days
    
",2021-12-15 00:01:35
"61","guardian","Police ask for help identifying <U+2018>highly suspicious<U+2019> person in billionaire murder case",2021-12-15 00:01:35
"62","times","Antivaxer village",2021-12-15 00:01:35
"63","dailymail","6<U+00B0>C",2021-12-15 00:01:35
"64","independent","Desmond Swayne is the Ali of stupid <U+2013> the stupidest of all time",2021-12-15 00:01:35
"65","mirror","Strictly's AJ Odudu's injury agony forces her to have emergency scan days before final",2021-12-15 00:01:35
"66","telegraph","
WATCH: TONIGHT'S TV
",2021-12-15 00:01:35
