"","name","value","time"
"1","guardian","Russian government ordered murder of Chechen in Berlin, court rules",2021-12-15 16:01:52
"2","times","Clare Balding",2021-12-15 16:01:52
"3","dailymail","Wednesday, Dec 15th 2021",2021-12-15 16:01:52
"4","independent","Johnson<U+2019>s ability to defy political gravity is about to be tested",2021-12-15 16:01:52
"5","mirror","Covid Christmas deadline: All the rules for family gatherings if you catch virus from today - or if someone you live with does",2021-12-15 16:01:52
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-15 16:01:52
"7","nytimes","Republicans Who Assailed Biden<U+2019>s Stimulus Bill Are Embracing the Money",2021-12-15 16:01:52
"8","wsj","Retail Sales Rose 0.3% in November",2021-12-15 16:01:52
"9","usatoday","What role did cell phones play for warehouse workers in deadly storms?",2021-12-15 16:01:52
"10","washingtonpost","7 things to know today: Predicted omicron surge; Mark Meadows; Earth<U+2019>s destabilizing poles; Curry<U+2019>s three-point record; and more",2021-12-15 16:01:52
"11","latimes","These doctors sexually abused patients. The Medical Board gave them their licenses back",2021-12-15 16:01:52
"12","tampabay","Property taxes rise in Tampa Bay<U+2019>s hot market, adding to growing homeownership costs",2021-12-15 16:01:52
"13","heraldsun","Great $50k ticket giveaway",2021-12-15 16:01:52
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-15 16:01:52
"15","financialreview","States shrug off surge in virus cases",2021-12-15 16:01:52
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-15 16:01:52
"17","westaustralian","The West AustralianexclusiveThe staggering amount of nurses leaving WA health system ",2021-12-15 16:01:52
"18","advertiser","Ali<U+2019>s win leaves ABC a big problem",2021-12-15 16:01:52
"19","globeandmail"," COVID-19 live updates: Omicron is expected to be the dominant variant by mid-January, says EU official ",2021-12-15 16:01:52
"20","thestar","Secret money. Elite Canadian families. And a corporate landlord accused of pandemic evictions",2021-12-15 16:01:52
"21","nationalpost","FIRST READING: Could a prior Chinese international sports event have seeded COVID-19 in Canada?",2021-12-15 16:01:52
"22","torontosun","Matthews scores 19th, 20th, as Maple Leafs trounce struggling Oilers",2021-12-15 16:01:52
"23","vancouversun","COVID-19: B.C. eyes further restrictions as Omicron cases soar",2021-12-15 16:01:52
"24","montrealgazette","In the Habs' Room: 'We're not playing as a team,' frustrated Jeff Petry says",2021-12-15 16:01:52
"25","nzherald","PM declares NZ has reached vax goal: 'Let's keep going'",2021-12-15 16:01:52
"26","waikato","
    
        Hamilton's river pushback on new housing rules
    
",2021-12-15 16:01:52
"27","businessreview","
    
      Whip Around raises $21m in Series B funding round
    
  ",2021-12-15 16:01:52
"28","gisborneherald","Salvation Army ready to deliver Christmas hampers in Gisborne District",2021-12-15 16:01:52
"29","dominionpost","
    
        Why NZ must stand up for Assange
    
",2021-12-15 16:01:52
"30","thepress","
    
        'Things are really grim': Evacuations, slips, after 'extreme rain event' hits Canterbury
    
",2021-12-15 16:01:52
"31","guardian","Omicron likely to accelerate death rate in Europe, says health agency ",2021-12-15 16:01:52
"32","times","White-on-white",2021-12-15 16:01:52
"33","dailymail","7<U+00B0>C",2021-12-15 16:01:52
"34","independent","A word of warning to those looking to topple the PM",2021-12-15 16:01:52
"35","mirror","Boris Johnson to lead Downing Street press conference today as Omicron fears grow",2021-12-15 16:01:52
"36","telegraph","
SIGN UP: FASHION NEWSLETTER
",2021-12-15 16:01:52
"37","nytimes","The pandemic may have changed how employers view people who have been unemployed for months or years.",2021-12-15 16:01:52
"38","wsj","Fed Prepares Faster End to Stimulus, Making Earlier Rate Increases Possible",2021-12-15 16:01:52
"39","usatoday","Coronavirus numbers: See virus rates by every state",2021-12-15 16:01:52
"40","washingtonpost","This block used to be for first-time homebuyers. Then global investors bought in.",2021-12-15 16:01:52
"41","latimes","Invasion Generation: Iraq<U+2019>s children of war come of age with little hope ",2021-12-15 16:01:52
"42","tampabay","CDC<U+2019>s COVID vaccination rates appear inflated, say health experts",2021-12-15 16:01:52
"43","heraldsun","Victoria<U+2019>s top VCE performers",2021-12-15 16:01:52
"44","dailytelegraph","Our say: Mosman<U+2019>s poor priorities",2021-12-15 16:01:52
"45","financialreview","GPs struggle to meet booster demand",2021-12-15 16:01:52
"46","couriermail","Tributes after shocking bike crash",2021-12-15 16:01:52
"47","westaustralian","Up Late: Why WA Health Ministers never fix the system",2021-12-15 16:01:52
"48","advertiser","Listed: Our SACE high-flyers",2021-12-15 16:01:52
"49","globeandmail"," Ottawa plans to tighten border rules again, as provinces respond to rising threat of COVID-19 variant Omicron ",2021-12-15 16:01:52
"50","thestar","Why Ontario experts fear Omicron could cause another deadly wave in long-term care",2021-12-15 16:01:52
"51","nationalpost","The Capitalist Manifesto: Socialism not only makes people worse off, it also makes them worse",2021-12-15 16:01:52
"52","torontosun","LILLEY: Trudeau considers quarantine for fully vaxxed returning Canadians",2021-12-15 16:01:52
