"","name","value","time"
"1","guardian","At least 70 dead as tornadoes rip across central and southern states ",2021-12-12 00:01:28
"2","times","Matthew Syed",2021-12-12 00:01:28
"3","dailymail","Sunday, Dec 12th 2021",2021-12-12 00:01:28
"4","independent","This is why Keir Starmer should go easy on Boris Johnson",2021-12-12 00:01:28
"5","mirror","Boris Johnson pictured hosting Number 10 Christmas quiz <U+2018>in breach of Covid laws<U+2019> with staff 'knocking back booze from Tesco'",2021-12-12 00:01:28
"6","telegraph","
CHRISTMAS CHARITY APPEAL
",2021-12-12 00:01:28
"7","nytimes","Tornadoes Hit 6 States, With at Least 70 Dead in Kentucky",2021-12-12 00:01:28
"8","wsj","Merck Falters on Covid-19 Vaccine, Then Makes One for Rival J&J",2021-12-12 00:01:28
"9","usatoday","'Completely devastated': Kentucky town in ruins after historic tornado",2021-12-12 00:01:28
"10","washingtonpost","Survivors unlikely at Ky. factory,<U+00A0> governor says",2021-12-12 00:01:28
"11","latimes","How one woman raised millions for an overpass to protect L.A. cougars",2021-12-12 00:01:28
"12","tampabay","Tampa Bay inflation jumps 8%, a leader in the nation",2021-12-12 00:01:28
"13","heraldsun","Nominate for Vic<U+2019>s best Christmas lights",2021-12-12 00:01:28
"14","dailytelegraph","Podcast: Today<U+2019>s Tele headlines",2021-12-12 00:01:28
"15","financialreview","Omicron <U+2018>signs of hope<U+2019> in battle against COVID-19",2021-12-12 00:01:28
"16","couriermail","Australia<U+2019>s vaccination progress",2021-12-12 00:01:28
"17","westaustralian","The West AustralianexclusiveDate WA to reopen to finally be revealed",2021-12-12 00:01:28
"18","advertiser","No more coal power by 2043",2021-12-12 00:01:28
"19","globeandmail"," More than 70 dead after tornado strikes U.S. Midwest, roof collapses at Amazon warehouse ",2021-12-12 00:01:28
"20","thestar","Everything she does she does alone. Marineland<U+2019>s Kiska has been called the <U+2018>world's loneliest orca<U+2019> <U+2014> and she<U+2019>s showing signs of distress",2021-12-12 00:01:28
"21","nationalpost","Kanye West publicist pressed Georgia election worker to confess to bogus fraud charges",2021-12-12 00:01:28
"22","torontosun","Leafs must handle Hawks before hitting the road",2021-12-12 00:01:28
"23","vancouversun","Richmond home flooded by sewer, but denied compensation by insurance company and Metro Vancouver",2021-12-12 00:01:28
"24","montrealgazette","COVID-19: Quebec reports 1,982 new cases on Saturday, 4 more deaths",2021-12-12 00:01:28
"25","nzherald","Real estate agents pocket almost $2b in commission as they hope for record year",2021-12-12 00:01:28
"26","waikato","
    
        11-year-old fleeing driver caught
    
",2021-12-12 00:01:28
"27","businessreview","
    
      A journey into the right-wing fringe
    
  ",2021-12-12 00:01:28
"28","gisborneherald","Brain building interns",2021-12-12 00:01:28
"29","dominionpost","
    
        Wellington Phoenix men look to redeem themselves in FFA Cup after heavy loss
    
",2021-12-12 00:01:28
"30","thepress","
    
        Poaching is rife as employers compete for skilled workers
    
",2021-12-12 00:01:28
"31","guardian","Tens of thousands protest against compulsory Covid jabs",2021-12-12 00:01:28
"32","times","WFH forever?",2021-12-12 00:01:28
"33","dailymail","-3<U+00B0>C",2021-12-12 00:01:28
"34","independent","Christmas can be a time of stress and shame for struggling families",2021-12-12 00:01:28
"35","mirror","DWP staff 'drank into the night' in Therese Coffey's private office during lockdown",2021-12-12 00:01:28
"36","telegraph","
EXPLORE: Telegraph Extra
",2021-12-12 00:01:28
"37","nytimes","Deaths Confirmed After Tornado Hits Amazon Warehouse in Illinois",2021-12-12 00:01:28
"38","wsj","Inflation Hits Workers Already Worn Down by Covid-19",2021-12-12 00:01:28
"39","usatoday","National Guard deployed to states strapped with virus surges: COVID updates",2021-12-12 00:01:28
"40","washingtonpost","See the damage caused by deadly tornadoes",2021-12-12 00:01:28
"41","latimes","Snow falls in California ahead of powerful winter storm  ",2021-12-12 00:01:28
"42","tampabay","Capitol rioters<U+2019> social media posts influencing sentencings",2021-12-12 00:01:28
"43","heraldsun","Get our free Ashes newsletter",2021-12-12 00:01:28
"44","dailytelegraph","Christmas gift ideas for foodies",2021-12-12 00:01:28
"45","financialreview","England could face 75,000 virus deaths this winter",2021-12-12 00:01:28
"46","couriermail","<U+2018>We don<U+2019>t do police checks<U+2019>",2021-12-12 00:01:28
"47","westaustralian","What life will look like with no borders in WA ",2021-12-12 00:01:28
"48","advertiser","SA<U+2019>s mightiest mullet revealed",2021-12-12 00:01:28
"49","globeandmail"," Biden approves Kentucky<U+2019>s emergency declaration after tornadoes batter state  ",2021-12-12 00:01:28
"50","thestar","As pandemic uncertainty rises, should you pay extra for refundable airline tickets?",2021-12-12 00:01:28
"51","nationalpost","Deleted police video robs Saskatoon man of fair trial in daughter's death: Supreme Court",2021-12-12 00:01:28
"52","torontosun","BONOKOSKI: Future generations of Canadians face bleak future",2021-12-12 00:01:28
"53","vancouversun","Volunteers join forces to help clean up after unprecedented flooding in B.C.",2021-12-12 00:01:28
"54","montrealgazette","Armed with a room camera at a CHSLD, distrust grew",2021-12-12 00:01:28
"55","nzherald","Husband of fake vax exemption doctor under scrutiny",2021-12-12 00:01:28
"56","waikato","
    
        Thames-Coromandel council requires vaccine passes
    
",2021-12-12 00:01:28
"57","businessreview","
          
The rich should give more to the poor <U+2013> yeah right
        ",2021-12-12 00:01:28
"58","gisborneherald","Seasonal musings",2021-12-12 00:01:28
"59","dominionpost","
    
    
        
",2021-12-12 00:01:28
"60","thepress","
    
        Christchurch bus routes, two malls and several shops named as latest locations of interest related to the Delta outbreak
    
",2021-12-12 00:01:28
"61","guardian","Candidates battle for moderate votes as presidential race nears end",2021-12-12 00:01:28
"62","times","Brooke Shields",2021-12-12 00:01:28
"63","dailymail","-2<U+00B0>C",2021-12-12 00:01:28
"64","independent","Omicron is what you get in a world of <U+2018>have jabs and have nots<U+2019>",2021-12-12 00:01:28
"65","mirror","BREAKING: I'm A Celeb's David Ginola leaves ITV show as 2021 finalists confirmed",2021-12-12 00:01:28
"66","telegraph","
WATCH: TONIGHT'S TV
",2021-12-12 00:01:28
"67","nytimes","Tornado outbreaks seem to be occurring in greater <U+201C>clusters,<U+201D> but climate change<U+2019>s role is unclear.",2021-12-12 00:01:28
"68","wsj","Banks Face Pressure on Lucrative Overdraft Fees",2021-12-12 00:01:28
"69","usatoday","Surfside rescuers heard her but couldn't save her. Officials buried her story",2021-12-12 00:01:28
"70","washingtonpost","How the rare tornado outbreak unfolded, including one storm with a<U+00A0>250-mile path of destruction",2021-12-12 00:01:28
"71","latimes","Fired officer found not guilty of lying on police report in 2020 arrest of Black man ",2021-12-12 00:01:28
"72","tampabay","Kentucky hardest hit as storms leave dozens dead in 5 states",2021-12-12 00:01:28
"73","heraldsun","2022 AFL fixture poster",2021-12-12 00:01:28
"74","dailytelegraph","Submit your Xmas lights for our map",2021-12-12 00:01:28
"75","financialreview","In omicron Britain, all my friends are getting COVID-19. Again",2021-12-12 00:01:28
"76","couriermail","Man livestreams hit-run arrest",2021-12-12 00:01:28
"77","westaustralian","The West AustralianexclusiveWA owed over $30m in unpaid hotel quarantine bills",2021-12-12 00:01:28
"78","advertiser","Download the 2022 AFL fixture",2021-12-12 00:01:28
"79","globeandmail"," In photos: Tornados tear through U.S. Midwest overnight  Gallery  ",2021-12-12 00:01:28
"80","thestar","<U+2018>Canada will defend its national interests<U+2019>: Ottawa threatens U.S. with tariffs over EV subsidy",2021-12-12 00:01:28
"81","nationalpost","DEA agent given 12 years for stealing $9 million from drug-related investigations",2021-12-12 00:01:28
"82","torontosun","More than 70 killed as tornadoes rip through Kentucky, other U.S. states",2021-12-12 00:01:28
"83","vancouversun","Surrey Mayor Doug McCallum charged with public mischief for parking lot altercation",2021-12-12 00:01:28
"84","montrealgazette","Josh Freed: I'd love to bring a little Madrid to Montreal",2021-12-12 00:01:28
"85","nzherald","'Worst in 40 years': Builders facing fast rising costs as upset buyers pay more",2021-12-12 00:01:28
"86","waikato","
    
        Suzie Bates' stunning season continues but rain ruins terrific ton
    
",2021-12-12 00:01:28
"87","businessreview","
          
Contradictions of an intellectual in business
        ",2021-12-12 00:01:28
"88","gisborneherald","A different sort of experience",2021-12-12 00:01:28
"89","dominionpost","
    
        Wellington Phoenix women showed Newcastle Jets too much respect in 5-1 defeat
    
",2021-12-12 00:01:28
"90","thepress","
    
        Two people taken to hospital after ammonia leak at freezing works just north of Oamaru
    
",2021-12-12 00:01:28
"91","guardian","Fears of unrest as polls open for vote on independence from France ",2021-12-12 00:01:28
"92","times","Matthew Parris",2021-12-12 00:01:28
"93","dailymail","Gove leads push for Covid Plan C including 'pub passports' after modelling showed Omicron could cause MORE hospitalisations than last winter - but No 10 resists new crackdown amid Tory revolt",2021-12-12 00:01:28
"94","independent","UK records 633 new omicron cases in biggest daily jump as scientists warn lockdown may be needed",2021-12-12 00:01:28
"95","mirror","Fight called off minutes before first bell as boxer taken ill in dressing roomVIDEO",2021-12-12 00:01:28
"96","telegraph","

Boris Johnson faces Cabinet revolt over Covid rules

",2021-12-12 00:01:28
"97","nytimes","See where the tornadoes struck.",2021-12-12 00:01:28
"98","wsj","The Challenging Road Ahead for Rivian<U+2019>s Billionaire CEO",2021-12-12 00:01:28
"99","usatoday","The Republican inflation plan? It's more about the 2022 campaign",2021-12-12 00:01:28
"100","washingtonpost","A warming world could add more fuel to tornadoes, scientists say",2021-12-12 00:01:28
"101","latimes","This isn<U+2019>t the first time Torrance Police Department has been accused of widespread racism",2021-12-12 00:01:28
"102","tampabay","Regulators to step up monitoring of Tampa lead factory",2021-12-12 00:01:28
"103","heraldsun","Cameron Munster: The day I lost $50K on the punt",2021-12-12 00:01:28
"104","dailytelegraph","Cameron Munster: The day I lost $50K on the punt",2021-12-12 00:01:28
"105","financialreview","Market bravado tested as bonds flash Fed policy danger",2021-12-12 00:01:28
"106","couriermail","Cameron Munster: The day I lost $50K on the punt",2021-12-12 00:01:28
"107","westaustralian"," opinionJenna Clarke ",2021-12-12 00:01:28
"108","advertiser","Borders to remain open for Christmas <U+2013> and the holidays",2021-12-12 00:01:28
"109","globeandmail"," Highway 3 struggles as the lone track for trucks between Western Canada and Metro Vancouver ",2021-12-12 00:01:28
"110","thestar","Toronto<U+2019>s pink delivery robots have been pulled off the streets and may be banned next week <U+2014> but is that the right move?",2021-12-12 00:01:28
"111","nationalpost","What they're eating at the world's best restaurants, from oyster pearls to rendered fudge of deer marrow",2021-12-12 00:01:28
"112","torontosun","Murphy dismissed by Argos: Sources",2021-12-12 00:01:28
"113","vancouversun","Dan Fumano: Host First Nations aim to change the Olympics with bid",2021-12-12 00:01:28
"114","montrealgazette","Quebec author details troubling aspects of Canada's COVID response in new book",2021-12-12 00:01:28
"115","nzherald","Spy: Meet the farmer who wowed Ali Pugh",2021-12-12 00:01:28
"116","waikato","
    
        The Taliban's New Zealand link
    
",2021-12-12 00:01:28
"117","businessreview","
          
Caterpillar cake and satan shoes - weird moments in IP 2021
        ",2021-12-12 00:01:28
"118","gisborneherald","Christmas in the cake",2021-12-12 00:01:28
"119","dominionpost","
    
        Is the Govt neglecting obesity?
    
",2021-12-12 00:01:28
"120","thepress","
    
        Son of gang boss on the run in Christchurch has been arrested
    
",2021-12-12 00:01:28
"121","guardian","Critics condemn film festival as a <U+2018>whitewash<U+2019>",2021-12-12 00:01:28
"122","times","NHS staff ready to jab children as young as five",2021-12-12 00:01:28
"123","dailymail","Boris Johnson's blast at BBC over partygate: PM tells friends the 'frivolous, vengeful, partisan' Corporation has neglected its primary duty to focus on the Covid-19 booster jab rollout<U+00A0>",2021-12-12 00:01:28
